,geneProtein_label,therapy_label,disease_label,drug_label,NDCCode_label,combinationDrug_label,negGeProDr_label,firstLine,acceleratedApproval,acceleratedApprovalRate,metastatic
129,PD-L1,Pembrolizumab,Esophageal,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,,,Yes
130,CPS ≥10,Pembrolizumab,Esophageal,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,,,Yes
131,*,Pembrolizumab,Renal cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",axitinib,,Yes,,,
132,*,Pembrolizumab,Microsatellite instability-high (MSI-H) or mismatch repair deficient (dMMR) cancer,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,,,
133,*,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,Yes,Yes,
134,EGFR,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02","pemetrexed, platinum","EGFR, ALK genomic",,Yes,Yes,
135,ALK genomic,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02","pemetrexed, platinum","EGFR, ALK genomic",,Yes,Yes,
136,*,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02","paclitaxel, carboplatin",,,Yes,Yes,
137,TPS,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,"EGFR, ALK genomic",,Yes,Yes,
138,EGFR,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,"EGFR, ALK genomic",,Yes,Yes,
139,ALK genomic,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,"EGFR, ALK genomic",,Yes,Yes,
140,≥1,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,"EGFR, ALK genomic",,Yes,Yes,
141,PD-L1,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,"EGFR, ALK genomic",,Yes,Yes,
142,PD-L1,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,Yes,Yes,
143,TPS ≥1,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,Yes,Yes,
144,TPS,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,Yes,Yes,
145,EGFR,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,Yes,Yes,
146,ALK genomic,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,Yes,Yes,
147,*,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02","FU, fluorouracil, platinum",,,Yes,Yes,
148,≥1,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,Yes,Yes,
149,CPS ≥10,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,Yes,Yes,
150,MSI-H,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,Yes,Yes,
151,*,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,MSI-H,,Yes,Yes,
152,*,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",trastuzumab,,,Yes,Yes,
153,CPS ≥1,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,Yes,Yes,
154,*,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",axitinib,,,Yes,Yes,
155,MSI-H,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",lenvatinib,MSI-H,,Yes,Yes,
156,mut/Mb,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,Yes,Yes,
157,≥10 mutations/megabase,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,Yes,Yes,
158,*,Pembrolizumab,Cutaneous squamous cell carcinoma,"KEYTRUDA- pembrolizumab injection, powder, lyophilized, for solution","0006-3026-01, 0006-3026-02, 0006-3026-04, 0006-3029-01, 0006-3029-02",,,,Yes,Yes,Yes
159,FGFR3,Erdafitinib,Urothelial carcinoma,"BALVERSA- erdafitinib tablet, film coated","59676-030-56, 59676-030-84, 59676-040-28, 59676-040-56, 59676-050-28",,,,Yes,Yes,Yes
160,FGFR2,Erdafitinib,Urothelial carcinoma,"BALVERSA- erdafitinib tablet, film coated","59676-030-56, 59676-030-84, 59676-040-28, 59676-040-56, 59676-050-28",,,,Yes,Yes,Yes
161,FGFR2 genetic,Erdafitinib,Urothelial carcinoma,"BALVERSA- erdafitinib tablet, film coated","59676-030-56, 59676-030-84, 59676-040-28, 59676-040-56, 59676-050-28",,,,Yes,Yes,Yes
162,*,Erdafitinib,Urothelial carcinoma,"BALVERSA- erdafitinib tablet, film coated","59676-030-56, 59676-030-84, 59676-040-28, 59676-040-56, 59676-050-28",,,,Yes,Yes,
163,death-ligand 1,Enfortumab Vedotin-ejfv,Urothelial cancer,"PADCEV EJFV- enfortumab vedotin injection, powder, lyophilized, for solution","51144-020-01, 51144-030-01",,,,Yes,Yes,Yes
164,neoadjuvant/adjuvant,Enfortumab Vedotin-ejfv,Urothelial cancer,"PADCEV EJFV- enfortumab vedotin injection, powder, lyophilized, for solution","51144-020-01, 51144-030-01",,,,Yes,Yes,Yes
165,PD-L1,Enfortumab Vedotin-ejfv,Urothelial cancer,"PADCEV EJFV- enfortumab vedotin injection, powder, lyophilized, for solution","51144-020-01, 51144-030-01",,,,Yes,Yes,Yes
166,PD-1,Enfortumab Vedotin-ejfv,Urothelial cancer,"PADCEV EJFV- enfortumab vedotin injection, powder, lyophilized, for solution","51144-020-01, 51144-030-01",,,,Yes,Yes,Yes
167,*,Enfortumab Vedotin-ejfv,Urothelial cancer,"PADCEV EJFV- enfortumab vedotin injection, powder, lyophilized, for solution","51144-020-01, 51144-030-01",,,,Yes,Yes,
168,*,Sacituzumab Govitecan-hziy,Breast cancer,"TRODELVY- sacituzumab govitecan powder, for solution",55135-132-01,,,,,,
169,PD-L1,Sacituzumab Govitecan-hziy,Urothelial cancer,"TRODELVY- sacituzumab govitecan powder, for solution",55135-132-01,,,,Yes,Yes,Yes
170,PD-1,Sacituzumab Govitecan-hziy,Urothelial cancer,"TRODELVY- sacituzumab govitecan powder, for solution",55135-132-01,,,,Yes,Yes,Yes
171,death-ligand 1,Sacituzumab Govitecan-hziy,Urothelial cancer,"TRODELVY- sacituzumab govitecan powder, for solution",55135-132-01,,,,Yes,Yes,Yes
172,*,Sacituzumab Govitecan-hziy,Urothelial cancer,"TRODELVY- sacituzumab govitecan powder, for solution",55135-132-01,,,,Yes,Yes,
173,*,Bevacizumab,primary peritoneal cancer,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10","paclitaxel, carboplatin",,,,,
174,*,Bevacizumab,primary peritoneal cancer,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10","topotecan, liposomal doxorubicin, paclitaxel",,,,,
175,*,Bevacizumab,primary peritoneal cancer,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10","paclitaxel, carboplatin, Avastin, gemcitabine",,,,,
176,*,Bevacizumab,Nonsquamous non-small cell lung cancer,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10",,,,,,
177,interferon alfa,Bevacizumab,Renal cell carcinoma,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10",,,,,,Yes
178,*,Bevacizumab,Glioblastoma,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10",,,,,,
179,*,Bevacizumab,Ovarian epithelial,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10",,,,,,
180,*,Bevacizumab,Hepatocellular carcinoma,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10",atezolizumab,,,,,Yes
181,*,Bevacizumab,fallopian tube,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10","paclitaxel, carboplatin",,,,,
182,*,Bevacizumab,fallopian tube,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10","topotecan, liposomal doxorubicin, paclitaxel",,,,,
183,*,Bevacizumab,fallopian tube,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10","paclitaxel, carboplatin, Avastin, gemcitabine",,,,,
184,*,Bevacizumab,Colorectal cancer,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10",intravenous fluorouracil-based,,Yes,,,Yes
185,*,Bevacizumab,Colorectal cancer,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10",,,,,,
186,*,Bevacizumab,Colorectal cancer,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10",,Avastin,,,,
187,*,Bevacizumab,Cervical cancer,"AVASTIN- bevacizumab injection, solution","50242-060-01, 50242-060-10, 50242-061-01, 50242-061-10","cisplatin, paclitaxel, topotecan",,,,,Yes
188,*,Bevacizumab,primary peritoneal cancer,"MVASI- bevacizumab-awwb injection, solution","55513-206-01, 55513-207-01",,,,,,
189,*,Bevacizumab,Nonsquamous non-small cell lung cancer,"MVASI- bevacizumab-awwb injection, solution","55513-206-01, 55513-207-01",,,,,,
190,interferon-alfa,Bevacizumab,Renal cell carcinoma,"MVASI- bevacizumab-awwb injection, solution","55513-206-01, 55513-207-01",interferon-alfa,,,,,Yes
191,*,Bevacizumab,Glioblastoma,"MVASI- bevacizumab-awwb injection, solution","55513-206-01, 55513-207-01",,,,,,
192,*,Bevacizumab,Ovarian epithelial,"MVASI- bevacizumab-awwb injection, solution","55513-206-01, 55513-207-01",,,,,,
193,*,Bevacizumab,Hepatocellular carcinoma,"MVASI- bevacizumab-awwb injection, solution","55513-206-01, 55513-207-01",,,,,,
194,*,Bevacizumab,fallopian tube,"MVASI- bevacizumab-awwb injection, solution","55513-206-01, 55513-207-01",,,,,,
195,*,Bevacizumab,Colorectal cancer,"MVASI- bevacizumab-awwb injection, solution","55513-206-01, 55513-207-01",intravenous fluorouracil-based,,,,,Yes
196,*,Bevacizumab,Colorectal cancer,"MVASI- bevacizumab-awwb injection, solution","55513-206-01, 55513-207-01",,,,,,
197,*,Bevacizumab,Cervical cancer,"MVASI- bevacizumab-awwb injection, solution","55513-206-01, 55513-207-01","cisplatin, paclitaxel, topotecan",,,,,Yes
198,*,Bevacizumab,primary peritoneal cancer,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01","paclitaxel, carboplatin",,,,,
199,*,Bevacizumab,primary peritoneal cancer,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01","topotecan, liposomal doxorubicin, paclitaxel",,,,,
200,*,Bevacizumab,primary peritoneal cancer,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01","ZIRABEV, paclitaxel, carboplatin, gemcitabine",,,,,
201,*,Bevacizumab,Nonsquamous non-small cell lung cancer,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01",,,,,,
202,interferon alfa,Bevacizumab,Renal cell carcinoma,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01",,,,,,Yes
203,*,Bevacizumab,Glioblastoma,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01",,,,,,
204,*,Bevacizumab,Ovarian epithelial,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01",,,,,,
205,*,Bevacizumab,Hepatocellular carcinoma,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01",,,,,,
206,*,Bevacizumab,fallopian tube,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01","paclitaxel, carboplatin",,,,,
207,*,Bevacizumab,fallopian tube,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01","topotecan, liposomal doxorubicin, paclitaxel",,,,,
208,*,Bevacizumab,fallopian tube,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01","ZIRABEV, paclitaxel, carboplatin, gemcitabine",,,,,
209,*,Bevacizumab,Colorectal cancer,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01",intravenous fluorouracil-based,,,,,Yes
210,*,Bevacizumab,Colorectal cancer,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01",,,,,,
211,*,Bevacizumab,Cervical cancer,"ZIRABEV- bevacizumab-bvzr injection, solution","0069-0315-01, 0069-0342-01","cisplatin, paclitaxel, topotecan",,,,,Yes
212,*,Everolimus,gastrointestinal cancer,EVEROLIMUS- everolimus tablets tablet,"51991-379-60, 51991-379-99, 51991-380-60, 51991-380-99, 51991-381-60, 51991-381-99",,,,,,
213,*,Everolimus,Renal cell carcinoma,EVEROLIMUS- everolimus tablets tablet,"51991-379-60, 51991-379-99, 51991-380-60, 51991-380-99, 51991-381-60, 51991-381-99",,,,,,
214,*,Everolimus,Pancreatic cancer,EVEROLIMUS- everolimus tablets tablet,"51991-379-60, 51991-379-99, 51991-380-60, 51991-380-99, 51991-381-60, 51991-381-99",,,,,,
215,*,Everolimus,lung cancer,EVEROLIMUS- everolimus tablets tablet,"51991-379-60, 51991-379-99, 51991-380-60, 51991-380-99, 51991-381-60, 51991-381-99",,,,,,
216,*,Everolimus,Breast cancer,EVEROLIMUS- everolimus tablets tablet,"51991-379-60, 51991-379-99, 51991-380-60, 51991-380-99, 51991-381-60, 51991-381-99",,,,,,
217,*,Everolimus,Subependymal giant cell astrocytoma,EVEROLIMUS- everolimus tablets tablet,"51991-379-60, 51991-379-99, 51991-380-60, 51991-380-99, 51991-381-60, 51991-381-99",,,,,,
218,*,Everolimus,gastrointestinal cancer,EVEROLIMUS tablet,"51991-821-28, 51991-821-99, 51991-822-28, 51991-822-99, 51991-823-28, 51991-823-99, 51991-824-28, 51991-824-99",,,,,,
219,sunitinib,Everolimus,Renal cell carcinoma,EVEROLIMUS tablet,"51991-821-28, 51991-821-99, 51991-822-28, 51991-822-99, 51991-823-28, 51991-823-99, 51991-824-28, 51991-824-99",,sunitinib,,,,
220,*,Everolimus,Pancreatic cancer,EVEROLIMUS tablet,"51991-821-28, 51991-821-99, 51991-822-28, 51991-822-99, 51991-823-28, 51991-823-99, 51991-824-28, 51991-824-99",,,,,,
221,*,Everolimus,lung cancer,EVEROLIMUS tablet,"51991-821-28, 51991-821-99, 51991-822-28, 51991-822-99, 51991-823-28, 51991-823-99, 51991-824-28, 51991-824-99",,,,,,
222,*,Everolimus,Breast cancer,EVEROLIMUS tablet,"51991-821-28, 51991-821-99, 51991-822-28, 51991-822-99, 51991-823-28, 51991-823-99, 51991-824-28, 51991-824-99",,,,,,
223,*,Everolimus,Subependymal giant cell astrocytoma,EVEROLIMUS tablet,"51991-821-28, 51991-821-99, 51991-822-28, 51991-822-99, 51991-823-28, 51991-823-99, 51991-824-28, 51991-824-99",,,,,,
224,*,Everolimus,gastrointestinal cancer,EVEROLIMUS tablet,"0054-0470-21, 0054-0471-21, 0054-0472-21",,,,,,
225,*,Everolimus,Renal cell carcinoma,EVEROLIMUS tablet,"0054-0470-21, 0054-0471-21, 0054-0472-21",,,,,,
226,*,Everolimus,Pancreatic cancer,EVEROLIMUS tablet,"0054-0470-21, 0054-0471-21, 0054-0472-21",,,,,,
227,*,Everolimus,lung cancer,EVEROLIMUS tablet,"0054-0470-21, 0054-0471-21, 0054-0472-21",,,,,,
228,*,Everolimus,Breast cancer,EVEROLIMUS tablet,"0054-0470-21, 0054-0471-21, 0054-0472-21",,,,,,
229,*,Everolimus,Subependymal giant cell astrocytoma,EVEROLIMUS tablet,"0054-0470-21, 0054-0471-21, 0054-0472-21",,,,,,
230,*,Everolimus,gastrointestinal cancer,EVEROLIMUS tablet,"0054-0480-13, 0054-0480-14, 0054-0480-22, 0054-0481-13, 0054-0481-14, 0054-0481-22, 0054-0497-13, 0054-0497-14, 0054-0497-22",,,,,,
231,sunitinib,Everolimus,Renal cell carcinoma,EVEROLIMUS tablet,"0054-0480-13, 0054-0480-14, 0054-0480-22, 0054-0481-13, 0054-0481-14, 0054-0481-22, 0054-0497-13, 0054-0497-14, 0054-0497-22",,sunitinib,,,,
232,*,Everolimus,Pancreatic cancer,EVEROLIMUS tablet,"0054-0480-13, 0054-0480-14, 0054-0480-22, 0054-0481-13, 0054-0481-14, 0054-0481-22, 0054-0497-13, 0054-0497-14, 0054-0497-22",,,,,,
233,*,Everolimus,lung cancer,EVEROLIMUS tablet,"0054-0480-13, 0054-0480-14, 0054-0480-22, 0054-0481-13, 0054-0481-14, 0054-0481-22, 0054-0497-13, 0054-0497-14, 0054-0497-22",,,,,,
234,*,Everolimus,Breast cancer,EVEROLIMUS tablet,"0054-0480-13, 0054-0480-14, 0054-0480-22, 0054-0481-13, 0054-0481-14, 0054-0481-22, 0054-0497-13, 0054-0497-14, 0054-0497-22",,,,,,
235,*,Everolimus,Subependymal giant cell astrocytoma,EVEROLIMUS tablet,"0054-0480-13, 0054-0480-14, 0054-0480-22, 0054-0481-13, 0054-0481-14, 0054-0481-22, 0054-0497-13, 0054-0497-14, 0054-0497-22",,,,,,
236,*,Everolimus,gastrointestinal cancer,EVEROLIMUS tablet,"0378-3096-28, 0378-3096-32, 0378-3096-85, 0378-3097-28, 0378-3097-32, 0378-3097-85, 0378-3098-28, 0378-3098-32, 0378-3098-85",,,,,,
237,*,Everolimus,Renal cell carcinoma,EVEROLIMUS tablet,"0378-3096-28, 0378-3096-32, 0378-3096-85, 0378-3097-28, 0378-3097-32, 0378-3097-85, 0378-3098-28, 0378-3098-32, 0378-3098-85",,,,,,
238,*,Everolimus,Pancreatic cancer,EVEROLIMUS tablet,"0378-3096-28, 0378-3096-32, 0378-3096-85, 0378-3097-28, 0378-3097-32, 0378-3097-85, 0378-3098-28, 0378-3098-32, 0378-3098-85",,,,,,
239,*,Everolimus,lung cancer,EVEROLIMUS tablet,"0378-3096-28, 0378-3096-32, 0378-3096-85, 0378-3097-28, 0378-3097-32, 0378-3097-85, 0378-3098-28, 0378-3098-32, 0378-3098-85",,,,,,
240,*,Everolimus,Breast cancer,EVEROLIMUS tablet,"0378-3096-28, 0378-3096-32, 0378-3096-85, 0378-3097-28, 0378-3097-32, 0378-3097-85, 0378-3098-28, 0378-3098-32, 0378-3098-85",exemestane,letrozole,,,,
241,*,Everolimus,Subependymal giant cell astrocytoma,EVEROLIMUS tablet,"0378-3096-28, 0378-3096-32, 0378-3096-85, 0378-3097-28, 0378-3097-32, 0378-3097-85, 0378-3098-28, 0378-3098-32, 0378-3098-85",,,,,,
242,*,Everolimus,gastrointestinal cancer,EVEROLIMUS tablet,"63850-0062-2, 63850-0062-3, 63850-0063-2, 63850-0063-3, 63850-0064-2",,,,,,
243,*,Everolimus,Renal cell carcinoma,EVEROLIMUS tablet,"63850-0062-2, 63850-0062-3, 63850-0063-2, 63850-0063-3, 63850-0064-2",,,,,,
244,*,Everolimus,Pancreatic cancer,EVEROLIMUS tablet,"63850-0062-2, 63850-0062-3, 63850-0063-2, 63850-0063-3, 63850-0064-2",,,,,,
245,*,Everolimus,lung cancer,EVEROLIMUS tablet,"63850-0062-2, 63850-0062-3, 63850-0063-2, 63850-0063-3, 63850-0064-2",,,,,,
246,*,Everolimus,Breast cancer,EVEROLIMUS tablet,"63850-0062-2, 63850-0062-3, 63850-0063-2, 63850-0063-3, 63850-0064-2",,,,,,
247,*,Everolimus,Subependymal giant cell astrocytoma,EVEROLIMUS tablet,"63850-0062-2, 63850-0062-3, 63850-0063-2, 63850-0063-3, 63850-0064-2",,,,,,
248,*,Everolimus,gastrointestinal cancer,EVEROLIMUS tablet,"63850-0058-1, 63850-0059-1, 63850-0060-1, 63850-0061-1",,,,,,
249,*,Everolimus,Renal cell carcinoma,EVEROLIMUS tablet,"63850-0058-1, 63850-0059-1, 63850-0060-1, 63850-0061-1",,sunitinib,,,,
250,*,Everolimus,Pancreatic cancer,EVEROLIMUS tablet,"63850-0058-1, 63850-0059-1, 63850-0060-1, 63850-0061-1",,,,,,
251,*,Everolimus,lung cancer,EVEROLIMUS tablet,"63850-0058-1, 63850-0059-1, 63850-0060-1, 63850-0061-1",,,,,,
252,*,Everolimus,Breast cancer,EVEROLIMUS tablet,"63850-0058-1, 63850-0059-1, 63850-0060-1, 63850-0061-1",,,,,,
253,*,Everolimus,Subependymal giant cell astrocytoma,EVEROLIMUS tablet,"63850-0058-1, 63850-0059-1, 63850-0060-1, 63850-0061-1",,,,,,
